name,specialty,city,comment,rating,Label,probability
دکتر جواد نظری,فوق تخصص بیماری‌های ریه,تهران,برای کرونا هیچ کمکی به بیمار نمیکه ، فقط سعی میکنه از مطب بیرونتون کنه و بگه تو خونه خوب میشی,1,منفی,91.1532
دکتر جواد نظری,فوق تخصص بیماری‌های ریه,تهران,خوش برخورد وبا حوصله بودن و با دقت به حرف مریض گوش میدن.امیدوارم با داروهایی که تجویز کردن بهتر بهشم.,4,مثبت,90.3519
دکتر جواد نظری,فوق تخصص بیماری‌های ریه,تهران,عالی بود,5,مثبت,93.2885
دکتر جواد نظری,فوق تخصص بیماری‌های ریه,تهران,عالی,5,مثبت,96.7310
دکتر جواد نظری,فوق تخصص بیماری‌های ریه,تهران,عالی,5,مثبت,96.7310
دکتر جواد نظری,فوق تخصص بیماری‌های ریه,تهران,عالی,5,مثبت,96.7310
دکتر جواد نظری,فوق تخصص بیماری‌های ریه,تهران,عالی,5,مثبت,96.7310
دکتر جواد نظری,فوق تخصص بیماری‌های ریه,تهران,عالی بود,5,مثبت,93.2885
دکتر جواد نظری,فوق تخصص بیماری‌های ریه,تهران,عالی,5,مثبت,96.7310
دکتر جواد نظری,فوق تخصص بیماری‌های ریه,تهران,عالی,5,مثبت,96.7310
دکتر حسنعلی متانت,فوق تخصص بیماری‌های گوارش و کبد بزرگسالان,تهران,در زمان ویزیت بنده حضور منشی در اتاق جایز نبود,2.67,منفی,57.4551
دکتر حسنعلی متانت,فوق تخصص بیماری‌های گوارش و کبد بزرگسالان,تهران,تشخیص بالایی داره,4,مثبت,96.0649
دکتر حسنعلی متانت,فوق تخصص بیماری‌های گوارش و کبد بزرگسالان,تهران,خوب بود,5,مثبت,76.9614
دکتر حسنعلی متانت,فوق تخصص بیماری‌های گوارش و کبد بزرگسالان,تهران,عالی بود,5,مثبت,93.2885
دکتر حسنعلی متانت,فوق تخصص بیماری‌های گوارش و کبد بزرگسالان,تهران,خوب,5,مثبت,84.1696
دکتر حسنعلی متانت,فوق تخصص بیماری‌های گوارش و کبد بزرگسالان,تهران,عالی,5,مثبت,96.7310
دکتر حسنعلی متانت,فوق تخصص بیماری‌های گوارش و کبد بزرگسالان,تهران,خوب,5,مثبت,84.1696
دکتر حسنعلی متانت,فوق تخصص بیماری‌های گوارش و کبد بزرگسالان,تهران,عالی,5,مثبت,96.7310
دکتر حسنعلی متانت,فوق تخصص بیماری‌های گوارش و کبد بزرگسالان,تهران,عالی,5,مثبت,96.7310
دکتر حسنعلی متانت,فوق تخصص بیماری‌های گوارش و کبد بزرگسالان,تهران,عالی,4,مثبت,96.7310
دکتر حسنعلی متانت,فوق تخصص بیماری‌های گوارش و کبد بزرگسالان,تهران,عالی,5,مثبت,96.7310
دکتر حسنعلی متانت,فوق تخصص بیماری‌های گوارش و کبد بزرگسالان,تهران,عالی,5,مثبت,96.7310
دکتر حسنعلی متانت,فوق تخصص بیماری‌های گوارش و کبد بزرگسالان,تهران,عالی بود,1,مثبت,93.2885
دکتر حسنعلی متانت,فوق تخصص بیماری‌های گوارش و کبد بزرگسالان,تهران,خوب,5,مثبت,84.1696
دکتر حسنعلی متانت,فوق تخصص بیماری‌های گوارش و کبد بزرگسالان,تهران,من با وضعیت بسیار نامطلوب معده از تیرماه 1401 تحت درمان دکتر متانت قرار گرفتم و در روندی تخصصی و بسیار جامع نگر، به تدریج مراحل بهبود را گذرانده ام و الان با اشتیاق مراحل تکمیلی را با ایشان دنبال کی کنم. تخصص عالی تشخیص عالی داروها کاملاً موثر رفتار وتعامل انسانی و توضیح دهنده رفتار منشی و پرسنل بسیار عالی. باسپاس از ایشان و همکاران محترمشان دکتر سید حبیب مکتبی,5,مثبت,97.9644
دکتر محمد کاظم امیربیگی,فوق تخصص بیماری‌های گوارش و کبد بزرگسالان,یزد,واقعا عالی مشکل من رو بعد از ۱۵ سال حل کردند,5,مثبت,98.7721
دکتر محمد کاظم امیربیگی,فوق تخصص بیماری‌های گوارش و کبد بزرگسالان,یزد,واقعا دکتر خوبی هستن و ازشون کمال تشکر رو دارم انشاالله هرجا که هستن سالم و دِل خَش باشن,5,مثبت,96.8562
دکتر محمد کاظم امیربیگی,فوق تخصص بیماری‌های گوارش و کبد بزرگسالان,یزد,عالی,3,مثبت,96.7310
دکتر محمد کاظم امیربیگی,فوق تخصص بیماری‌های گوارش و کبد بزرگسالان,یزد,عالی,4,مثبت,96.7310
دکتر محمد کاظم امیربیگی,فوق تخصص بیماری‌های گوارش و کبد بزرگسالان,یزد,عالی,5,مثبت,96.7310
دکتر محمد کاظم امیربیگی,فوق تخصص بیماری‌های گوارش و کبد بزرگسالان,یزد,خوب,5,مثبت,84.1696
دکتر محمد کاظم امیربیگی,فوق تخصص بیماری‌های گوارش و کبد بزرگسالان,یزد,عالی بود,3,مثبت,93.2885
دکتر محمد کاظم امیربیگی,فوق تخصص بیماری‌های گوارش و کبد بزرگسالان,یزد,عالی بود,5,مثبت,93.2885
دکتر محمد کاظم امیربیگی,فوق تخصص بیماری‌های گوارش و کبد بزرگسالان,یزد,خوب بود,5,مثبت,76.9614
دکتر محمد کاظم امیربیگی,فوق تخصص بیماری‌های گوارش و کبد بزرگسالان,یزد,خوب,4,مثبت,84.1696
دکتر محمد کاظم امیربیگی,فوق تخصص بیماری‌های گوارش و کبد بزرگسالان,یزد,خوب بود,4,مثبت,76.9614
دکتر محمد کاظم امیربیگی,فوق تخصص بیماری‌های گوارش و کبد بزرگسالان,یزد,خوب,5,مثبت,84.1696
دکتر محمد کاظم امیربیگی,فوق تخصص بیماری‌های گوارش و کبد بزرگسالان,یزد,عالی,5,مثبت,96.7310
دکتر محمد کاظم امیربیگی,فوق تخصص بیماری‌های گوارش و کبد بزرگسالان,یزد,خوب بود,4,مثبت,76.9614
دکتر محمد کاظم امیربیگی,فوق تخصص بیماری‌های گوارش و کبد بزرگسالان,یزد,خوب,2,مثبت,84.1696
دکتر محمد کاظم امیربیگی,فوق تخصص بیماری‌های گوارش و کبد بزرگسالان,یزد,عالی بود بسیار خوش برخورد و باحوصله,5,مثبت,96.2281
دکتر محمد کاظم امیربیگی,فوق تخصص بیماری‌های گوارش و کبد بزرگسالان,یزد,عالی,5,مثبت,96.7310
دکتر محمود باغبانیان,فوق تخصص بیماری‌های گوارش و کبد بزرگسالان,یزد,سلام.نوبت عصر که داشتیم واقعا دکتر خوش برخوردی بودن و یک آزمایش برای ما نوشتند. ساعت ۹ شب که برای نشان دادن آزمایش رفتیم دکتر به دلیل خستگی رفتار بسیار بدی داشتند که در شأن یک دکتر نبود و حتی مشکل بنده رو هم متوجه نشدند و گفتند هیچ بیماری ای ندارید‌ ، اگر بیمار نبودم که پیش دکتر نمی‌رفتم.,1,مثبت,76.0879
دکتر محمود باغبانیان,فوق تخصص بیماری‌های گوارش و کبد بزرگسالان,یزد,دکتر بسیار خوش اخلاق وکار بلد,5,مثبت,94.9778
دکتر محمود باغبانیان,فوق تخصص بیماری‌های گوارش و کبد بزرگسالان,یزد,واقعا خوش برخورد و دقیق و کار بلد.... در ضمن برخورد کادر مطب هم بسیار عالییییی بود,5,مثبت,97.8221
دکتر محمود باغبانیان,فوق تخصص بیماری‌های گوارش و کبد بزرگسالان,یزد,زخم معده داشتم تنها با یک بار مراجعه به مطب آقای دکتر و گرفتن آندوسکوپی و نوشتن نسخه خوب خوب شدم خداروشکر. الان هم برای هفته دیگه نوبت گرفتم برای مشکل کبدم انشالله که این هم زود خوب میشه,5,مثبت,74.7026
دکتر محمود باغبانیان,فوق تخصص بیماری‌های گوارش و کبد بزرگسالان,یزد,خوب بود,1,مثبت,76.9614
دکتر محمود باغبانیان,فوق تخصص بیماری‌های گوارش و کبد بزرگسالان,یزد,خوب,5,مثبت,84.1696
دکتر محمود باغبانیان,فوق تخصص بیماری‌های گوارش و کبد بزرگسالان,یزد,عالی,5,مثبت,96.7310
دکتر محمود باغبانیان,فوق تخصص بیماری‌های گوارش و کبد بزرگسالان,یزد,عالی بود,5,مثبت,93.2885
دکتر محمود باغبانیان,فوق تخصص بیماری‌های گوارش و کبد بزرگسالان,یزد,عالی,5,مثبت,96.7310
دکتر محمود باغبانیان,فوق تخصص بیماری‌های گوارش و کبد بزرگسالان,یزد,خوب,5,مثبت,84.1696
دکتر محمود باغبانیان,فوق تخصص بیماری‌های گوارش و کبد بزرگسالان,یزد,از بهترینای ایران,5,مثبت,97.0084
دکتر محمود باغبانیان,فوق تخصص بیماری‌های گوارش و کبد بزرگسالان,یزد,بسیار خوب بودند.به دقت به حرف های بنده گوش دادند.اینکه دکتر با حوصله به حرف های بیمار گوش بدن بسیار حائز اهمیت است.مدتی کوتاهی است با دکتر آشنا شدم از برخورد ایشان راضی بودم,5,مثبت,96.2187
دکتر محمود باغبانیان,فوق تخصص بیماری‌های گوارش و کبد بزرگسالان,یزد,دکتر بسیار عالی و جا افتاده تشخیص عالی و درمان قطعی,5,مثبت,98.2011
دکتر محمود باغبانیان,فوق تخصص بیماری‌های گوارش و کبد بزرگسالان,یزد,عالی,5,مثبت,96.7310
دکتر محمود باغبانیان,فوق تخصص بیماری‌های گوارش و کبد بزرگسالان,یزد,خوب بود,5,مثبت,76.9614
دکتر محمود باغبانیان,فوق تخصص بیماری‌های گوارش و کبد بزرگسالان,یزد,عالی بود,5,مثبت,93.2885
دکتر رامین طلایی,فوق تخصص بیماری‌های گوارش و کبد بزرگسالان,تهران,عالی بود,5,مثبت,93.2885
دکتر رامین طلایی,فوق تخصص بیماری‌های گوارش و کبد بزرگسالان,تهران,عالی,5,مثبت,96.7310
دکتر رامین طلایی,فوق تخصص بیماری‌های گوارش و کبد بزرگسالان,تهران,عالی,5,مثبت,96.7310
دکتر رامین طلایی,فوق تخصص بیماری‌های گوارش و کبد بزرگسالان,تهران,خوب,5,مثبت,84.1696
دکتر رامین طلایی,فوق تخصص بیماری‌های گوارش و کبد بزرگسالان,تهران,خوب,5,مثبت,84.1696
دکتر رامین طلایی,فوق تخصص بیماری‌های گوارش و کبد بزرگسالان,تهران,ایشون عالی هستن,5,مثبت,94.5830
دکتر پریسا اخوان طباطبایی,فوق تخصص بیماری‌های غدد درون‌ریز و متابولیسم (اندوکرینولوژی),یزد,برخورد بسیار عالی و‌مناسب,5,مثبت,98.0268
دکتر پریسا اخوان طباطبایی,فوق تخصص بیماری‌های غدد درون‌ریز و متابولیسم (اندوکرینولوژی),یزد,خوب بود,5,مثبت,76.9614
دکتر پریسا اخوان طباطبایی,فوق تخصص بیماری‌های غدد درون‌ریز و متابولیسم (اندوکرینولوژی),یزد,عالی,5,مثبت,96.7310
دکتر پریسا اخوان طباطبایی,فوق تخصص بیماری‌های غدد درون‌ریز و متابولیسم (اندوکرینولوژی),یزد,بسیار عالی,5,مثبت,97.2359
دکتر پریسا اخوان طباطبایی,فوق تخصص بیماری‌های غدد درون‌ریز و متابولیسم (اندوکرینولوژی),یزد,عالی,5,مثبت,96.7310
دکتر پریسا اخوان طباطبایی,فوق تخصص بیماری‌های غدد درون‌ریز و متابولیسم (اندوکرینولوژی),یزد,عالی,3,مثبت,96.7310
دکتر پریسا اخوان طباطبایی,فوق تخصص بیماری‌های غدد درون‌ریز و متابولیسم (اندوکرینولوژی),یزد,عالی,5,مثبت,96.7310
دکتر پریسا اخوان طباطبایی,فوق تخصص بیماری‌های غدد درون‌ریز و متابولیسم (اندوکرینولوژی),یزد,خوب,1,مثبت,84.1696
دکتر پریسا اخوان طباطبایی,فوق تخصص بیماری‌های غدد درون‌ریز و متابولیسم (اندوکرینولوژی),یزد,خوب بود,3,مثبت,76.9614
دکتر پریسا اخوان طباطبایی,فوق تخصص بیماری‌های غدد درون‌ریز و متابولیسم (اندوکرینولوژی),یزد,خوب بود,5,مثبت,76.9614
دکتر پریسا اخوان طباطبایی,فوق تخصص بیماری‌های غدد درون‌ریز و متابولیسم (اندوکرینولوژی),یزد,عالی بود,5,مثبت,93.2885
دکتر پریسا اخوان طباطبایی,فوق تخصص بیماری‌های غدد درون‌ریز و متابولیسم (اندوکرینولوژی),یزد,عالی,5,مثبت,96.7310
دکتر یوسف پریدار,فوق تخصص بیماری‌های گوارش و کبد بزرگسالان,دزفول,تشکرمیکنم برای چکاب رفته بودم شکر خدا مشکلی نداشتم,5,مثبت,89.6477
دکتر یوسف پریدار,فوق تخصص بیماری‌های گوارش و کبد بزرگسالان,دزفول,دکتر پریدار بسیار عالی هستن ولی حیف الان کم پیدا شدن,5,مثبت,92.4047
دکتر یوسف پریدار,فوق تخصص بیماری‌های گوارش و کبد بزرگسالان,دزفول,دکتر خوبیه بیماری منو زود تشخیص دادن درکل بنظرم دکتر قابل اعتمادیه,5,مثبت,89.6134
دکتر یوسف پریدار,فوق تخصص بیماری‌های گوارش و کبد بزرگسالان,دزفول,خدا خیرش بده یکی از بهترین هاست دکتر,5,مثبت,97.8085
دکتر یوسف پریدار,فوق تخصص بیماری‌های گوارش و کبد بزرگسالان,دزفول,قبولش دارم به دکترای زیادی مراجعه کردم نتیجه دلخواه نگرفتم یک بار رفتم مطب دکتر پدیدار تقریبا ۹۰٪نتیجه گرفتم .,4,خنثی,56.7369
دکتر یوسف پریدار,فوق تخصص بیماری‌های گوارش و کبد بزرگسالان,دزفول,❤❤❤,5,مثبت,88.2080
دکتر شیرین حسنی رنجبر,فوق تخصص بیماری‌های غدد درون‌ریز و متابولیسم (اندوکرینولوژی),تهران,مشکل تیروئید. درمان شدم و بسیار راضی,5,مثبت,93.5612
دکتر شیرین حسنی رنجبر,فوق تخصص بیماری‌های غدد درون‌ریز و متابولیسم (اندوکرینولوژی),تهران,عملکرد پزشک فوق العادست ولی برای نوبت دهی واقعا مشکل وجود داره جواب تلفن نمیدن. نوبت دهی خودکار تلفنی همیشه میگه نوبت پر شده. با سایت نوبتدهی هم همیشه میزنه نوبت ها پر است برای نوبت گرفتن از شهرستان باید حضوری بیام !,5,مثبت,71.1155
دکتر شیرین حسنی رنجبر,فوق تخصص بیماری‌های غدد درون‌ریز و متابولیسم (اندوکرینولوژی),تهران,عالی,5,مثبت,96.7310
دکتر شیرین حسنی رنجبر,فوق تخصص بیماری‌های غدد درون‌ریز و متابولیسم (اندوکرینولوژی),تهران,عالی,5,مثبت,96.7310
دکتر شیرین حسنی رنجبر,فوق تخصص بیماری‌های غدد درون‌ریز و متابولیسم (اندوکرینولوژی),تهران,خوب,3,مثبت,84.1696
دکتر شیرین حسنی رنجبر,فوق تخصص بیماری‌های غدد درون‌ریز و متابولیسم (اندوکرینولوژی),تهران,عالی بود,5,مثبت,93.2885
دکتر شیرین حسنی رنجبر,فوق تخصص بیماری‌های غدد درون‌ریز و متابولیسم (اندوکرینولوژی),تهران,عالی بود,4,مثبت,93.2885
دکتر شیرین حسنی رنجبر,فوق تخصص بیماری‌های غدد درون‌ریز و متابولیسم (اندوکرینولوژی),تهران,خوب,4,مثبت,84.1696
دکتر آبنوس مختاری اردکانی,فوق تخصص بیماری‌های غدد درون‌ریز و متابولیسم (اندوکرینولوژی),کرمان,خخیلی خیلی باید انتظار بکشیم تا نوبتمون بشه کم کمش 2ساعت,2,خنثی,71.1716
دکتر آبنوس مختاری اردکانی,فوق تخصص بیماری‌های غدد درون‌ریز و متابولیسم (اندوکرینولوژی),کرمان,واقعا برای خانم دکتری با این همه معروفیت و اینقدر بینظمی در مطبشون متاسفم از ساعت ۱۸:۴۰نوبتم بوده ساعت ۲۱:۳۰هنوز بهم گفتن ۱۰نفر جلوی شما هستن .شما که نمیتونید سر وقت مریض هاتون رو‌ویزیت کنید برای چی اینهمه ملت را علاف خودتون میکنید هیچ کس بیکار نیست بیاد برای ویزیت شما اینقدر معطل بشه یه نظم به کارتون بدید خیلی خیلی متاسفم برای این سیستمتون,1,منفی,89.4202
دکتر آبنوس مختاری اردکانی,فوق تخصص بیماری‌های غدد درون‌ریز و متابولیسم (اندوکرینولوژی),کرمان,خوب,5,مثبت,84.1696
دکتر آبنوس مختاری اردکانی,فوق تخصص بیماری‌های غدد درون‌ریز و متابولیسم (اندوکرینولوژی),کرمان,عالی,5,مثبت,96.7310
دکتر آبنوس مختاری اردکانی,فوق تخصص بیماری‌های غدد درون‌ریز و متابولیسم (اندوکرینولوژی),کرمان,خوب,5,مثبت,84.1696
دکتر آبنوس مختاری اردکانی,فوق تخصص بیماری‌های غدد درون‌ریز و متابولیسم (اندوکرینولوژی),کرمان,خوب بود,5,مثبت,76.9614
دکتر آبنوس مختاری اردکانی,فوق تخصص بیماری‌های غدد درون‌ریز و متابولیسم (اندوکرینولوژی),کرمان,خوب,1,مثبت,84.1696
دکتر آبنوس مختاری اردکانی,فوق تخصص بیماری‌های غدد درون‌ریز و متابولیسم (اندوکرینولوژی),کرمان,عالی,5,مثبت,96.7310
دکتر آبنوس مختاری اردکانی,فوق تخصص بیماری‌های غدد درون‌ریز و متابولیسم (اندوکرینولوژی),کرمان,عالی,5,مثبت,96.7310
دکتر آبنوس مختاری اردکانی,فوق تخصص بیماری‌های غدد درون‌ریز و متابولیسم (اندوکرینولوژی),کرمان,عالی,5,مثبت,96.7310
دکتر آبنوس مختاری اردکانی,فوق تخصص بیماری‌های غدد درون‌ریز و متابولیسم (اندوکرینولوژی),کرمان,خوب بود,1,مثبت,76.9614
دکتر آبنوس مختاری اردکانی,فوق تخصص بیماری‌های غدد درون‌ریز و متابولیسم (اندوکرینولوژی),کرمان,خوب,5,مثبت,84.1696
دکتر سید حمید رضا ابطحی,فوق تخصص بیماری‌های ریه,تهران,واقعا با دقت و مسئولیت پذیر هستند در قبال بیماران و فوق العاده مهربون و صبور. امیدوارم همبشه سلامت باشند,5,مثبت,94.5886
دکتر سید حمید رضا ابطحی,فوق تخصص بیماری‌های ریه,تهران,با سلام ! تشخیص ، معالجه و برخورد ایشان بسیار عالی بود ! ممنون و سپاسگزار از جناب دکتر حمیدرضا ابطحی,5,مثبت,94.3870
دکتر سید حمید رضا ابطحی,فوق تخصص بیماری‌های ریه,تهران,خوب بود,4,مثبت,76.9614
دکتر سید حمید رضا ابطحی,فوق تخصص بیماری‌های ریه,تهران,خوب,5,مثبت,84.1696
دکتر سید حمید رضا ابطحی,فوق تخصص بیماری‌های ریه,تهران,عالی بود,4,مثبت,93.2885
دکتر سید حمید رضا ابطحی,فوق تخصص بیماری‌های ریه,تهران,خوب,5,مثبت,84.1696
دکتر سید حمید رضا ابطحی,فوق تخصص بیماری‌های ریه,تهران,خوب,4,مثبت,84.1696
دکتر سید حمید رضا ابطحی,فوق تخصص بیماری‌های ریه,تهران,عالی,5,مثبت,96.7310
دکتر علی دهقان,فوق تخصص بیماری‌های روماتولوژی,یزد,رفتار منشی اصلا خوب نیست و وضعیت بیمار رادرک نمی کند.با اینکه نوبت قبلی داشتم ۳ ساعت مرا الاف کرد,3,منفی,90.7839
دکتر علی دهقان,فوق تخصص بیماری‌های روماتولوژی,یزد,اصلا راضی نبودم از رفتار و روش نوبت دهی,1,منفی,96.6536
دکتر علی دهقان,فوق تخصص بیماری‌های روماتولوژی,یزد,دکتر خوبی هست فقط مدت انتظار زیاد هست,4,مثبت,88.9118
دکتر علی دهقان,فوق تخصص بیماری‌های روماتولوژی,یزد,برخورد دکتر و منشی خیلی محترمانه و دوستانه و با فروتنی هست. تشخیص دقیق و پیگیری خوف و نوبت دهی راحت . کلا گلی هستن از گل های بهشت🙂شخصا دو ساعت هم منتظر باشم بخاطر بقیه موارد عالی که، تحمل میکنم و انتظار رو با جون و دل باهاش کنار میام,5,مثبت,94.9638
دکتر حسنعلی واحدیان اردکانی,تخصص بیماری‌های خون (هماتولوژی),یزد,دکتر عالی و فهمیده و مهربان و دلسوز,5,مثبت,96.9512
دکتر حسنعلی واحدیان اردکانی,تخصص بیماری‌های خون (هماتولوژی),یزد,تقدیر و تشکر از آقای دکتر واحدیان گرانقدر,5,مثبت,93.0299
دکتر حسنعلی واحدیان اردکانی,تخصص بیماری‌های خون (هماتولوژی),یزد,دکتر بسیار خوبی هستند من که راضی بودم انشالله اقا دکتر همیشه سالم و تندرست باشند.,5,مثبت,96.1406
دکتر حسنعلی واحدیان اردکانی,تخصص بیماری‌های خون (هماتولوژی),یزد,به جرات میتوان گفت خوش اخلاق و خوش برخورد ترین دکتر..خیلی باحوصله و دقیق معاینه کردن ومراحل درمان رو توضیح دادن..ارزوی سلامتی و سربلندی برای دکتر واحدیان عزیز,5,مثبت,98.0865
دکتر حسنعلی واحدیان اردکانی,تخصص بیماری‌های خون (هماتولوژی),یزد,بهترین دکتر هم از لحاظ اخلاق هم از لحاظ دانش در زمینه بیماری و داروها,5,مثبت,98.1771
دکتر حسنعلی واحدیان اردکانی,تخصص بیماری‌های خون (هماتولوژی),یزد,عالی,5,مثبت,96.7310
دکتر حسنعلی واحدیان اردکانی,تخصص بیماری‌های خون (هماتولوژی),یزد,عالی,5,مثبت,96.7310
دکتر حسنعلی واحدیان اردکانی,تخصص بیماری‌های خون (هماتولوژی),یزد,خوب,3,مثبت,84.1696
دکتر حسنعلی واحدیان اردکانی,تخصص بیماری‌های خون (هماتولوژی),یزد,عالی,5,مثبت,96.7310
دکتر حسنعلی واحدیان اردکانی,تخصص بیماری‌های خون (هماتولوژی),یزد,عالی بود,5,مثبت,93.2885
دکتر فروغ سبزقبایی,فوق تخصص بیماری‌های کلیه بزرگسالان (نفرولوژی بزرگسالان),تهران,مثل همیشه عالی🫡🤍,5,مثبت,83.3024
دکتر فروغ سبزقبایی,فوق تخصص بیماری‌های کلیه بزرگسالان (نفرولوژی بزرگسالان),تهران,ویزیت بالا.کارتراشی میکنن تا سری بعد ک بری ویزیت بدی,1,خنثی,56.1446
دکتر فروغ سبزقبایی,فوق تخصص بیماری‌های کلیه بزرگسالان (نفرولوژی بزرگسالان),تهران,عالی,5,مثبت,96.7310
دکتر فروغ سبزقبایی,فوق تخصص بیماری‌های کلیه بزرگسالان (نفرولوژی بزرگسالان),تهران,عالی,5,مثبت,96.7310
دکتر فروغ سبزقبایی,فوق تخصص بیماری‌های کلیه بزرگسالان (نفرولوژی بزرگسالان),تهران,خوب بود,5,مثبت,76.9614
دکتر فروغ سبزقبایی,فوق تخصص بیماری‌های کلیه بزرگسالان (نفرولوژی بزرگسالان),تهران,عالی,5,مثبت,96.7310
دکتر زهرا ذاکری,فوق تخصص بیماری‌های روماتولوژی,تهران,در شهریور ماه سال89مادر 60ساله ام را بعد از عمل جراحی شکستگی لگن که به شدت رنج می کشیدوهنوز نمی توانست بدون واکر راه برودرا برای ادامه ی درمان مطب خانم دکتر ذاکری به زاهدان بردم خانم دکتر بعد از احوال پرسی گرم و صمیمانه ویزیت ، مادرم را با مهربانی به بیمارستان امام علی برای تزریق آمپول به مفاصل ارجاع دادن که بعد از تشکیل پرونده سرپایی ،امپول ها را از یق کردند.از آن روز به بعد مدرن روز به روز بهتر شدند .خلاصه بعد از چهار ماه افتادن در بستر راه افتاد.,5,مثبت,68.8360
دکتر زهرا ذاکری,فوق تخصص بیماری‌های روماتولوژی,تهران,من مطب دکتر رفتم خیلی دکتر مهربان وخوش اخلاقی هستن از این که سریع مریضی من را فهمیدن وبه من خیلی روحیه دادن واقعا من ازشون ممنونم والان هم درمانم خیلی عالی پیش میره دکتر خیلی عالی هستش,5,مثبت,97.9364
دکتر زهرا ذاکری,فوق تخصص بیماری‌های روماتولوژی,تهران,دکتر عالی فقط زمان انتظار خیلی طولانیه,5,مثبت,97.4411
دکتر زهرا ذاکری,فوق تخصص بیماری‌های روماتولوژی,تهران,متاسفانه ایشون در مقابل بیمار متعهد نیستند و توجه کافی نشون نمیدن. برخورد سردی دارن,3,منفی,74.5404
دکتر زهرا ذاکری,فوق تخصص بیماری‌های روماتولوژی,تهران,من از رو نظر بقیه وقت گرفتم.بیشتر از دو هفته طول کشید با درد تمام بدنم که بتونم ازمایش بگیرم و وقت بگیرم.ایشون در نهایت بد قولی کنسل کردند دوروز پشت سر هم.بیاران همه پشت درب مطب بودیم.پرسیدم از نتیجه مراجعات عوما ناراضی و مجبور به پیگیری بودند,1,منفی,75.3860
دکتر زهرا ذاکری,فوق تخصص بیماری‌های روماتولوژی,تهران,خانم دکتر ذاکری ، دکتری حاذق و فوق العاده مورد اطمینان هستند و با اطمینان مادرم رو برای درمان پیششون میبرم، ولی نوبت دهی روند بسیااااار نادرستی دارد و بیماران با وضعیتهای سخت، با وجود داشتن نوبت، برای انتظار ، باید بیش از دوساعت منتظر باشند.,4,خنثی,65.5415
دکتر زهرا ذاکری,فوق تخصص بیماری‌های روماتولوژی,تهران,متاسفانه بدون در نظر گرفتن وقت و حق دیگران نوبت های از قبل گرفته شده را جابجا می کنند,1,منفی,95.4001
دکتر زهرا ذاکری,فوق تخصص بیماری‌های روماتولوژی,تهران,دکتری حاذق،پیگیر،مهربان با تشخیصی دقیق.براشون بهترینها رو از خدا میخوام که انقدر عالی هستند.چهار ساله تحت نظر ایشون هستم و با کمک ایشون دردهای روماتیسمیم بسیار کم شده❤,5,مثبت,97.7152
دکتر زهرا ذاکری,فوق تخصص بیماری‌های روماتولوژی,تهران,بیشتر از دو ساعت معطلی دارین تو مطب .وقت دهی افتضاحه.اصلا معنی نداره این وقتیکه داره میده,2,منفی,97.8037
دکتر زهرا ذاکری,فوق تخصص بیماری‌های روماتولوژی,تهران,تشخیص بسیار درست و درمان عالی,5,مثبت,98.1751
دکتر اسماعیل ایدنی,فوق تخصص بیماری‌های ریه,تهران,عالی بود,5,مثبت,93.2885
دکتر اسماعیل ایدنی,فوق تخصص بیماری‌های ریه,تهران,عالی,5,مثبت,96.7310
دکتر اسماعیل ایدنی,فوق تخصص بیماری‌های ریه,تهران,عالی,5,مثبت,96.7310
دکتر احمد خنچه,فوق تخصص بیماری‌های گوارش و کبد بزرگسالان,تهران,آقای دکتر خنچه بینظیر هستند.از نظر اخلاق و احترام و تشخیص.از همه نظر فوق‌العاده هستند.انشاالله عمر با عزت و طولانی داشته باشند.سایه دکترهای خوب و حاذق بالای سر بیمارها,5,مثبت,96.2743
دکتر احمد خنچه,فوق تخصص بیماری‌های گوارش و کبد بزرگسالان,تهران,ویزیت دقیق با حوصله و مدارک لازم بیماری,5,مثبت,95.7416
دکتر احمد خنچه,فوق تخصص بیماری‌های گوارش و کبد بزرگسالان,تهران,تشخیص عالی. بدلیل مشکلات معده مراجعه کردم تشخیص دادند که به دلیل استرس و اعصاب است. در حال مداوا هستم و بهتر شده ام.,5,مثبت,97.6075
دکتر امیرحسین پیروی,فوق تخصص بیماری‌های روماتولوژی,تبریز,دکتر خیلی خوبیه,4,مثبت,94.4418
دکتر امیرحسین پیروی,فوق تخصص بیماری‌های روماتولوژی,تبریز,عالی,5,مثبت,96.7310
دکتر مهدی کافی,تخصص بیماری‌های داخلی,یزد,عالی بود,5,مثبت,93.2885
دکتر مهدی کافی,تخصص بیماری‌های داخلی,یزد,عالی,5,مثبت,96.7310
دکتر مهدی کافی,تخصص بیماری‌های داخلی,یزد,خوب بود,3,مثبت,76.9614
دکتر مهدی کافی,تخصص بیماری‌های داخلی,یزد,عالی بود,5,مثبت,93.2885
دکتر مهدی کافی,تخصص بیماری‌های داخلی,یزد,خوب بود,5,مثبت,76.9614
دکتر مهدی کافی,تخصص بیماری‌های داخلی,یزد,عالی,5,مثبت,96.7310
دکتر مهدی کافی,تخصص بیماری‌های داخلی,یزد,عالی,5,مثبت,96.7310
دکتر مهدی وجدانیان,فوق تخصص بیماری‌های روماتولوژی,تهران,من خیلی راضی بودم به درمان بیماری کمک کرده,5,مثبت,93.3994
